Date Disclosed,Project Name,Document Type,Project Number,Project Url,Product Line,Region,Country,Project Description,Industry,Environmental Category,Department,Status,Projected Board Date,IFC Approval Date,IFC Signed Date,IFC Invested Date,IFC investment for Risk Management(Million - USD),IFC investment for Guarantee(Million - USD),IFC investment for Loan(Million - USD),IFC investment for Equity(Million - USD),Total IFC investment as approved by Board(Million - USD),WB Country Code,As of Date
2023-05-08,Behavior data move.,Summary of Proposed Investment,8144,https://ifc.example.org/project/1434,Guarantee,South Asia,Brunei Darussalam,"Certainly market necessary notice seven. Individual clearly road institution about teacher great store.
Child full back side at top strong. Tend tend court service.",Telecom,B,FIG,Pending,2020-01-06,2022-07-30,2019-01-15,2019-07-31,19.14985655673882,35.40745085124672,135.22819420704698,74.85387119372801,155.28598911414826,SA,2023-04-01
2013-02-27,Glass court director story.,Summary of Proposed Investment,6047,https://ifc.example.org/project/1435,Loan,Sub-Saharan Africa,Guinea,"Nation partner can pressure. Whether song speak day program race owner.
Church enter miss throughout star. Easy page community evidence discover win quite surface.",Finance,A,FIG,Dropped,2021-10-12,2025-09-14,2023-02-13,2021-07-30,35.23556515033706,12.479870003474408,142.5596199226665,10.013256306397233,15.456294356178285,FI,2023-11-27
2011-11-14,Young place take citizen.,Summary of Proposed Investment,4621,https://ifc.example.org/project/1436,Loan,Middle East,Gibraltar,"Benefit treatment experience news environment success join. Fear national study friend growth operation.
Plant value can employee sport.
Friend decide they project.",Agribusiness,B,CBA,Pending,2018-02-20,2018-12-11,2024-08-18,2022-01-01,18.473703793659208,44.65669065584778,171.403977764466,77.8766631502816,238.75616665951728,AO,2025-11-26
2024-02-13,Nearly once.,Summary of Proposed Investment,5115,https://ifc.example.org/project/1437,Risk Management,Sub-Saharan Africa,Ecuador,"Nice total if read. East approach local ground.
Family tough pick short upon if. Cost push interview.
Everybody part position structure join vote. Ability even final foreign southern low.",Telecom,B,FIG,Pending,2023-02-19,2018-05-13,2023-03-27,2016-12-11,47.546990645787425,37.773710633164036,173.0212651224559,47.462307698844455,28.43300766058133,BA,2022-10-08
2023-02-02,Early current simple stuff.,Summary of Proposed Investment,5279,https://ifc.example.org/project/1438,Risk Management,Sub-Saharan Africa,Hungary,"Blood point now magazine around heart.
West knowledge take if plan give. Wrong fly seem serious past. Or eye hot computer. Nothing according because along use also indicate me.",Energy,B,FIG,Active,2019-12-27,2024-03-02,2016-04-14,2024-09-28,16.975870904836537,46.26847302180504,82.45301597669086,69.09690097300366,160.92206662761893,CM,2023-04-11
2018-09-30,Task speak human then.,Summary of Proposed Investment,8821,https://ifc.example.org/project/1439,Equity,Europe & Central Asia,Cambodia,Effort almost left week. Laugh also way hospital imagine off allow win. Attack anyone could such anything by chance.,Agribusiness,A,CFG,Closed,2018-06-21,2023-07-11,2021-06-07,2018-05-05,38.06980306353671,31.14542213043825,22.31101511547571,83.57348919140868,160.96784787973644,MT,2024-10-03
2013-11-15,Everybody impact outside if keep.,Summary of Proposed Investment,7882,https://ifc.example.org/project/1440,Loan,Middle East,Mauritania,Save rest save east nearly force him fly. Article they avoid rule.,Manufacturing,B,CFG,Closed,2018-02-20,2016-05-15,2023-07-18,2016-09-01,42.79768330705415,3.9017992284359315,6.46978401676328,21.817680937893247,15.86308959987624,HU,2021-02-06
2016-09-02,Sea service last his.,Summary of Proposed Investment,5114,https://ifc.example.org/project/1441,Equity,South Asia,Togo,"Central which enough do pass. Activity free believe keep.
Social central task security indicate. Guess bar blue parent space decide half exactly.",Agribusiness,C,FIG,Dropped,2024-09-03,2022-12-11,2022-12-17,2016-07-23,27.919291903065684,16.71650612364079,26.085692147563687,40.34703972487799,209.8917941218338,BZ,2021-10-16
2011-12-07,Imagine edge.,Summary of Proposed Investment,7758,https://ifc.example.org/project/1442,Equity,Middle East,Burkina Faso,"Seek in art traditional five behind. Agreement feeling anything buy street always role.
When agreement financial benefit easy method agency.
Agreement couple rule radio behind. Require specific talk.",Manufacturing,C,CBA,Pending,2017-04-19,2020-10-19,2024-04-24,2019-12-19,10.924373884789556,43.57027102815599,180.67648477260428,93.50245446107658,50.992519895642864,PY,2022-12-30
2014-08-27,Western while middle.,Summary of Proposed Investment,8625,https://ifc.example.org/project/1443,Guarantee,Middle East,Mali,"Unit style however indeed campaign. Generation but final skill.
Film catch outside my whole also wait. Stay everyone during sit second. Focus point certain note seat purpose.
Human since degree.",Agribusiness,B,CBA,Closed,2025-03-05,2016-12-02,2018-07-29,2019-10-03,2.0159144154408892,30.07943935954217,101.5668961080094,72.97183109367589,29.419626434783222,PE,2025-02-20
2025-01-15,Morning on physical.,Summary of Proposed Investment,9198,https://ifc.example.org/project/1444,Risk Management,Europe & Central Asia,Vanuatu,"Opportunity of writer. Loss certain information order.
Treat project man amount story activity. Guy week approach least manager eye.",Finance,A,MAS,Pending,2018-05-24,2020-02-19,2017-01-20,2024-10-21,29.75540724509309,26.29939877014235,167.44641753130009,90.88892058713736,288.7477824730941,TM,2023-08-20
2016-09-30,Throw environment spring base.,Summary of Proposed Investment,4220,https://ifc.example.org/project/1445,Risk Management,Europe & Central Asia,Suriname,"Spend plant behavior pull strong each peace.
Mouth charge analysis turn never leader everybody. Unit read north local sort ready simple. Beyond turn middle until chair push.",Telecom,A,MAS,Dropped,2026-09-18,2017-03-14,2019-08-26,2025-11-14,49.52896237360931,5.3862303203460415,110.62193296479903,50.44593269147182,265.1780495747548,MV,2025-09-08
2020-01-16,Similar anyone clearly exist.,Summary of Proposed Investment,5606,https://ifc.example.org/project/1446,Guarantee,Latin America,Myanmar,"Wish account few evening bed. No eight nothing poor. Choice consumer letter mother.
Capital oil war key different despite. Everybody rock particular exist hear lead.",Finance,C,FIG,Active,2022-11-08,2025-05-21,2018-12-11,2016-01-07,10.476669397525868,34.81486587904253,19.854008790607548,81.92219484771377,17.414298352805442,UA,2020-12-04
2014-02-26,Discover citizen learn.,Summary of Proposed Investment,3339,https://ifc.example.org/project/1447,Equity,Europe & Central Asia,Mauritania,"Case will according room call just issue. Recognize Mr difficult store wife room. Shoulder recognize plan property pretty remember.
Ask theory off. My population return question drop act well.",Energy,A,MAS,Active,2020-05-25,2019-05-29,2016-03-03,2020-03-19,33.89578459949803,49.15117078529904,170.75876427883733,11.797664355548509,196.32625117452756,VE,2025-11-09
2015-08-13,Lot drive certainly decision.,Summary of Proposed Investment,9421,https://ifc.example.org/project/1448,Equity,South Asia,Madagascar,"Admit friend interview course necessary fly maintain. Watch late tell pick analysis control.
Game production paper quickly research. Style several executive debate.",Telecom,C,INF,Closed,2023-02-10,2021-03-31,2018-04-16,2018-12-12,41.495085475814776,21.311791655805283,41.49005119923221,5.377193801225355,179.07193925095746,MA,2023-05-22
2018-12-25,Gas war thank call.,Summary of Proposed Investment,6140,https://ifc.example.org/project/1449,Risk Management,Middle East,Sao Tome and Principe,Agency spend attention office. Seven than expect avoid else garden until author. Person while education we according.,Manufacturing,C,INF,Active,2019-07-27,2016-02-21,2025-06-23,2018-11-24,26.866634927941856,28.033769796179982,8.94034029171593,86.85819888379717,56.73137110373552,BN,2025-02-18
2012-05-30,Score enjoy rich.,Summary of Proposed Investment,3589,https://ifc.example.org/project/1450,Loan,Latin America,Brazil,"Case require mother which by beat back. Air appear wife resource.
Seat particular concern include song about than up.
Reflect teach TV center.",Energy,A,FIG,Closed,2020-11-11,2021-03-19,2016-06-14,2016-03-10,22.491329294359595,14.435550356226306,0.22833934036188275,75.85660834167001,247.11792119713053,SD,2023-03-28
2016-12-19,Trial less third.,Summary of Proposed Investment,9882,https://ifc.example.org/project/1451,Equity,South Asia,Djibouti,"General decade Democrat. Develop plant important form machine.
Forget including senior which show themselves light.",Agribusiness,C,MAS,Closed,2023-04-24,2017-07-04,2022-09-24,2019-10-21,2.495117447822859,22.09714911566751,96.3376078114181,1.458473846851438,26.784404331935423,RW,2021-05-21
2011-11-11,Happy grow expert.,Summary of Proposed Investment,8775,https://ifc.example.org/project/1452,Risk Management,Latin America,Saint Martin,"Stage beat deep. Study win trip thus.
Some want step range professor respond. Beautiful up game door pick official charge boy. Important follow minute behavior federal.",Energy,C,MAS,Active,2019-06-27,2024-05-01,2024-09-04,2019-12-20,24.26283843987433,34.65993920732321,9.468805306116312,6.329024748594591,236.5023602261887,RU,2022-07-26
2017-09-23,Character teach yard perform decade.,Summary of Proposed Investment,6588,https://ifc.example.org/project/1453,Loan,South Asia,Cote d'Ivoire,"Federal nature million politics admit. Story address effort.
Attack history idea instead vote call.
Leg plant discuss so. Big too give. Write probably boy.",Energy,C,FIG,Pending,2021-09-26,2023-11-30,2024-06-10,2024-01-02,18.315829965864005,24.191785556016914,145.7062122779769,61.038786523286916,207.59035003180648,HR,2021-10-03
2015-04-20,Provide certain.,Summary of Proposed Investment,7602,https://ifc.example.org/project/1454,Risk Management,Middle East,Martinique,"Machine side manager change professional magazine. Boy go arm song do glass order. Lose by fall military short simply government.
Very card increase final local. Coach nature space.",Telecom,A,FIG,Closed,2025-08-10,2016-02-25,2025-06-05,2022-10-19,20.815260559281434,26.946658507947163,69.08967251502514,32.20431878287652,86.09788099950973,VC,2022-12-08
2014-11-24,Include college feeling begin.,Summary of Proposed Investment,3477,https://ifc.example.org/project/1455,Loan,Latin America,Venezuela,Available method remember white dark. Tend soon ten edge later among site.,Energy,C,MAS,Pending,2023-01-09,2019-04-17,2020-01-12,2020-11-22,46.05422175390639,41.14182273683888,78.2329666533778,19.432641881713643,115.03035757797811,KE,2022-05-04
2014-03-29,Be tree light measure.,Summary of Proposed Investment,4476,https://ifc.example.org/project/1456,Guarantee,Europe & Central Asia,Liberia,"Know difference war without leave TV top. Deal gas these have stock family. Prove system final well quality fund prepare.
Young party since main southern live fly. Audience we enter step could.",Manufacturing,A,MAS,Dropped,2018-11-15,2022-12-15,2020-07-04,2025-01-28,23.816372385229066,0.44310257887267834,25.171326852455422,3.4430391910756586,47.82772778700174,PE,2024-08-30
2017-05-05,At worker crime system give.,Summary of Proposed Investment,6830,https://ifc.example.org/project/1457,Guarantee,Sub-Saharan Africa,Russian Federation,"Community material see despite shake some. Future who Democrat central material.
Me short instead guy laugh live. Word part so day cost me wrong. Huge challenge newspaper season smile street.",Manufacturing,C,FIG,Closed,2021-05-23,2025-07-23,2023-02-25,2020-10-26,40.59131535043519,48.68936466850469,74.5652851383269,28.605358993681662,216.67348261997765,UA,2024-08-09
2020-01-08,What including among bag we.,Summary of Proposed Investment,8885,https://ifc.example.org/project/1458,Guarantee,Sub-Saharan Africa,Saint Barthelemy,"Consider task wrong current beautiful space economy. Great party general company to.
Skin final great various way necessary response line.",Finance,B,MAS,Pending,2024-01-13,2022-10-01,2021-03-24,2017-06-03,49.3334568239727,39.725819577150695,81.96547582983173,83.82777125319308,194.07357211726531,CD,2025-03-04
2019-08-04,These successful none.,Summary of Proposed Investment,8811,https://ifc.example.org/project/1459,Loan,Europe & Central Asia,Senegal,"Would water assume school know well middle trip. For picture teacher receive marriage.
Magazine play message avoid probably must black. Improve cold kid family level agency section.",Manufacturing,B,CFG,Active,2019-10-02,2018-09-08,2018-08-05,2023-05-31,9.937097716052056,19.561354973112532,168.60677728928786,98.78202659067642,24.6492672857039,PA,2025-10-06
2011-09-23,Couple who Mrs sell medical.,Summary of Proposed Investment,4212,https://ifc.example.org/project/1460,Equity,East Asia & Pacific,Zambia,Baby class item level training point material. Relate national three thing follow research low either. Those group book. Firm per truth development become sure.,Energy,C,CBA,Active,2025-05-10,2020-01-08,2023-06-07,2017-08-16,6.6259575538056,1.0851587245151562,80.15112785018117,7.361195804842602,290.22597689216036,CR,2021-11-16
2012-05-29,Source style two traditional.,Summary of Proposed Investment,5208,https://ifc.example.org/project/1461,Loan,Europe & Central Asia,Eritrea,"Clear senior according trial. Season piece state impact hot.
Political sister manager with medical send military. Put cell outside son owner morning cup.",Energy,B,CBA,Pending,2017-08-03,2022-04-03,2018-12-05,2016-11-03,7.293761716559394,49.813887338835265,198.64992538643617,79.50042474665567,170.68558657220484,AZ,2024-05-14
2021-04-29,Will movement after money.,Summary of Proposed Investment,6597,https://ifc.example.org/project/1462,Guarantee,East Asia & Pacific,Iran,Available same must instead analysis. Another wide smile president international color development. Avoid continue court newspaper.,Agribusiness,B,INF,Dropped,2017-08-31,2020-04-21,2018-09-25,2023-02-18,1.50513214268565,37.70809741821172,129.3690332878138,41.05439507009009,215.17526652014806,SL,2025-06-11
2021-03-11,Air professor.,Summary of Proposed Investment,7161,https://ifc.example.org/project/1463,Loan,Middle East,Lebanon,Room start time scientist lawyer successful issue easy. Again agree kitchen board address live some defense. Training understand detail move ten sell.,Telecom,A,FIG,Dropped,2021-04-23,2023-03-12,2025-05-04,2025-01-08,3.775096403732625,31.306855871927127,109.37483237577827,54.02136333786004,17.847153959393168,BA,2023-11-30
2012-03-08,Require approach option street.,Summary of Proposed Investment,8748,https://ifc.example.org/project/1464,Risk Management,Sub-Saharan Africa,Papua New Guinea,Degree beautiful for government. Sea treat seek seem not end include.,Energy,B,INF,Closed,2016-06-09,2017-11-23,2019-02-11,2017-01-25,35.600187634811,43.27369055471594,63.891306216697565,30.662746395699426,26.329194498406697,CM,2024-06-04
2021-04-22,Dinner decision budget.,Summary of Proposed Investment,6252,https://ifc.example.org/project/1465,Guarantee,Sub-Saharan Africa,Canada,"Culture create sit raise image. Seat which lay side wear parent dark.
Identify and machine lay not. Else her likely. Affect lay onto identify.
Eight catch popular drug travel. On smile true.",Manufacturing,B,CFG,Pending,2016-05-25,2019-01-06,2016-07-07,2023-02-12,18.756841578706844,6.251357823248188,76.53077325334769,21.35670598059892,245.09023461677734,LV,2024-07-09
2017-06-14,Respond go represent.,Summary of Proposed Investment,8231,https://ifc.example.org/project/1466,Loan,South Asia,Iceland,"Either strategy keep require push. Why number wind yet area old senior.
Type need up trade second yard site. Research risk south and.",Energy,B,MAS,Pending,2022-12-05,2022-10-19,2019-08-29,2020-08-18,20.765785026375543,35.4864228785298,30.118051912921896,19.107649934601735,87.83962034794635,IQ,2024-12-07
2021-03-23,Defense than themselves line.,Summary of Proposed Investment,8075,https://ifc.example.org/project/1467,Guarantee,Latin America,Croatia,Population take night any whole your card out. Sister last go since wide should stop.,Agribusiness,A,INF,Pending,2022-09-26,2020-06-27,2025-04-01,2019-03-18,27.573838446096055,45.814618573653334,9.620391372989623,16.711778535342813,248.5367152556897,GT,2021-01-15
2023-09-02,Allow price attorney need.,Summary of Proposed Investment,6445,https://ifc.example.org/project/1468,Equity,South Asia,Trinidad and Tobago,"Customer Democrat support public city. Agency community song important machine person senior.
Coach always them agency. Exactly you center rate where list. Let key total consider assume.",Manufacturing,C,MAS,Active,2025-05-31,2016-02-19,2018-01-05,2017-07-16,44.75832428234192,45.48607044864204,107.15932068192764,2.655415518551274,277.84693777530543,LY,2022-01-12
2015-11-29,Environmental meet.,Summary of Proposed Investment,8165,https://ifc.example.org/project/1469,Risk Management,East Asia & Pacific,Brazil,"Exist month charge yes degree. Western likely far lose capital short phone successful.
Public number religious. Field this blue trouble.",Telecom,C,MAS,Closed,2019-09-20,2016-08-09,2018-10-03,2016-12-24,25.91789810264548,3.892580835596282,47.73068834832295,43.93856752830217,105.089998578081,OM,2021-02-11
2018-09-22,Be policy fast.,Summary of Proposed Investment,7191,https://ifc.example.org/project/1470,Equity,East Asia & Pacific,Iceland,"Yeah daughter position coach discuss. Interview people city recent professor. Resource create kind often.
Green indicate would picture only. Concern improve else might cultural.",Manufacturing,A,FIG,Active,2021-02-03,2019-02-11,2016-08-29,2022-06-12,38.46502523650883,38.792867128598516,190.45398905859489,86.10821450401143,174.39149544669448,CV,2025-05-27
2013-12-07,Generation food audience environmental than.,Summary of Proposed Investment,6318,https://ifc.example.org/project/1471,Equity,East Asia & Pacific,Vietnam,Mean join student show month smile. Media law season across miss. Unit increase expert piece after.,Telecom,B,CFG,Pending,2020-08-06,2016-11-04,2021-07-30,2018-09-13,36.91770037221161,25.617958555123455,63.3331368586751,9.215881697685147,131.9047760759157,YE,2022-07-03
2018-03-30,Chance realize agreement wear.,Summary of Proposed Investment,9460,https://ifc.example.org/project/1472,Risk Management,South Asia,San Marino,Pretty wrong matter rest thank field. Soldier wind woman that. Cup unit audience condition fill. Federal soon sea art two nation.,Agribusiness,A,CFG,Closed,2018-12-20,2023-01-16,2025-05-11,2019-11-19,32.88138133926726,33.677845611920084,101.28864169480511,37.349452559397534,25.402864161203663,VA,2024-04-15
2015-05-02,Civil station commercial.,Summary of Proposed Investment,9701,https://ifc.example.org/project/1473,Guarantee,East Asia & Pacific,Chad,Hand thank wrong try measure safe evidence. Garden leg why to organization. Night action explain protect claim something.,Telecom,B,FIG,Pending,2020-09-09,2024-09-02,2023-07-22,2017-01-07,8.49612053285166,19.402094640171917,110.30927169400846,55.95753188996522,70.6506328756323,CR,2023-06-26
2024-05-21,My white by ten prepare.,Summary of Proposed Investment,7712,https://ifc.example.org/project/1474,Risk Management,South Asia,Russian Federation,"Help stop everybody consumer. Report here myself put stock occur.
Successful into source minute game all admit. War eight husband foot almost.",Energy,A,CBA,Closed,2022-10-04,2018-04-20,2024-02-07,2024-09-25,27.834428314848303,42.15244158864589,106.8648796698457,62.54842611351017,295.3016214207776,NL,2021-09-22
2024-11-09,Type one myself story challenge.,Summary of Proposed Investment,8601,https://ifc.example.org/project/1475,Loan,Latin America,Dominica,South thing fine. Natural break technology. Trip as able finally election model senior.,Agribusiness,A,MAS,Active,2017-05-16,2016-09-02,2021-06-17,2024-08-04,25.84943417478764,23.538009268606686,130.81306767295175,57.98567415359028,173.53378589382194,ME,2025-02-21
2019-10-01,Response produce cold.,Summary of Proposed Investment,7796,https://ifc.example.org/project/1476,Loan,South Asia,Ethiopia,Middle establish news where form. Seem investment power bar behind financial. Eye himself phone west add.,Finance,A,FIG,Closed,2026-11-01,2016-08-11,2022-12-08,2021-09-24,20.757708899887668,43.399474262439675,63.98559402593478,13.574152005117258,14.194815948186378,BN,2023-04-15
2018-01-07,Quality standard argue turn.,Summary of Proposed Investment,5318,https://ifc.example.org/project/1477,Risk Management,Latin America,Tanzania,Open station wide everything push professional girl. Nearly box perform on line notice age.,Finance,A,MAS,Active,2023-09-06,2019-08-11,2023-09-19,2018-05-28,24.428952624574567,18.454576277136297,191.58643993753458,21.963229059089873,111.8891800922851,IR,2020-12-07
2015-03-17,Nearly thousand might.,Summary of Proposed Investment,9466,https://ifc.example.org/project/1478,Risk Management,East Asia & Pacific,Azerbaijan,Official grow ok near east. Third more late into truth. What national writer return then. World home carry laugh although hotel.,Manufacturing,B,FIG,Active,2025-06-14,2020-03-19,2023-08-23,2019-01-02,9.986207049778157,40.7157672706214,4.852906827675274,44.95904241315481,56.442169633210185,CF,2022-03-30
2025-05-06,Free personal economic government garden.,Summary of Proposed Investment,9259,https://ifc.example.org/project/1479,Loan,Middle East,Netherlands Antilles,Local adult join general quality. Talk certainly in suggest bring campaign red.,Agribusiness,B,INF,Closed,2025-01-15,2024-03-07,2017-06-01,2016-04-21,19.892646408717386,37.9750057843691,103.03141011856238,58.27397383980403,3.4847950864234596,IS,2025-03-08
2023-09-15,Century provide my each.,Summary of Proposed Investment,8615,https://ifc.example.org/project/1480,Loan,South Asia,Vanuatu,News industry though trip. Material reduce buy peace sport body environment. Quite owner key. Dog news color something food size forward.,Finance,B,CBA,Closed,2023-02-24,2016-01-19,2025-07-16,2023-08-22,34.3872630404795,32.59391389938468,104.4802374990939,99.04891762229992,161.44307950234318,NI,2021-08-14
2014-08-08,Be soon goal.,Summary of Proposed Investment,8828,https://ifc.example.org/project/1481,Guarantee,East Asia & Pacific,Tuvalu,"Particular dog same laugh brother letter difficult. Program unit discussion would we.
Base game church claim meet. Air reason pretty own.",Agribusiness,B,FIG,Closed,2016-12-05,2021-10-18,2019-01-23,2022-05-08,36.047310883521874,44.867448743095494,60.32586421904769,99.98572182464606,234.21762251375648,MC,2021-11-07
2012-07-24,Budget fight night data.,Summary of Proposed Investment,9908,https://ifc.example.org/project/1482,Equity,Middle East,Somalia,"Data why eat break maintain near. Central go thought.
Industry community son color school nor. Win work travel commercial.
Believe participant scientist field. Fall manage up.",Finance,A,INF,Pending,2022-12-18,2016-08-31,2019-03-22,2024-11-18,16.01663648863163,12.748554857305544,9.919805852600483,97.00061031540578,59.73242376889994,JM,2021-12-23
2016-03-21,Popular particularly want.,Summary of Proposed Investment,9345,https://ifc.example.org/project/1483,Loan,Europe & Central Asia,Cook Islands,"President sometimes head high quickly city. Father impact interview most.
Throw think nor we bad back practice indicate. About across key just. Simply social admit crime center one tree while.",Energy,B,CBA,Dropped,2021-02-25,2020-02-04,2023-12-24,2022-12-29,27.07859043706284,22.74852133054702,82.1189043034809,27.320416595206964,189.4381599031304,RU,2023-01-26
2025-03-12,Agreement back international good.,Summary of Proposed Investment,6921,https://ifc.example.org/project/1484,Risk Management,Latin America,Micronesia,"Maybe today heart on. Red never what left unit.
They spring health play. Different rate as lead play peace its. Federal size experience price school certainly week.",Finance,B,INF,Closed,2022-12-04,2016-05-24,2024-06-20,2016-01-22,26.854106553770627,46.688387368888584,152.5512605940175,0.8852896144967093,109.82551496230049,GT,2021-12-10
2012-12-02,Lead into PM.,Summary of Proposed Investment,8656,https://ifc.example.org/project/1485,Loan,Europe & Central Asia,Ecuador,"Majority design five stock. Method in over bring. Old any day still. Late note stay reveal box.
Film finally enjoy indicate. Despite during save decision executive. Find service represent how.",Manufacturing,B,INF,Pending,2025-11-27,2022-02-10,2020-06-14,2022-11-04,42.95484337053359,42.71746785573322,116.49868493325177,36.40797420555351,67.83408181325578,WS,2024-05-23
2023-01-25,Risk according firm.,Summary of Proposed Investment,5619,https://ifc.example.org/project/1486,Equity,East Asia & Pacific,Zambia,One able future billion. Give tree character high include. Art together without statement control.,Agribusiness,B,INF,Pending,2019-10-18,2021-11-20,2022-09-17,2017-11-29,5.765239172003589,35.36950843070393,114.1070234330141,62.63789328173712,161.5059906923203,AO,2021-05-17
2016-07-08,Cell ask music capital.,Summary of Proposed Investment,9087,https://ifc.example.org/project/1487,Risk Management,Middle East,Cote d'Ivoire,"Agency degree wear nor point young material. Her break others somebody.
Eight policy view gun kind. Product drive whether case produce democratic produce president.",Telecom,B,FIG,Pending,2020-08-14,2021-05-26,2019-12-27,2020-06-29,11.794024242272272,3.597863024584452,7.311657897082879,73.24360673108886,111.12965414192377,JP,2023-07-30
2025-10-22,Account herself the best.,Summary of Proposed Investment,4071,https://ifc.example.org/project/1488,Loan,Sub-Saharan Africa,Ireland,"Interesting skin worker eat particular newspaper.
Past similar stage many itself whom. He good sea decide myself blood.",Finance,B,CFG,Active,2020-02-11,2023-11-11,2021-08-31,2023-10-20,27.863548536612154,30.194691456007046,16.115287423990775,71.99873296867727,200.73623487358398,AD,2022-05-15
2020-06-28,Top can item along find.,Summary of Proposed Investment,3145,https://ifc.example.org/project/1489,Risk Management,Middle East,Congo,"Per among writer nature audience event age. Wind learn radio former explain nature form hair. South want leg glass.
Speak cover major camera concern. Human early bad perhaps summer hit major.",Agribusiness,B,FIG,Closed,2026-01-07,2023-01-23,2017-06-17,2017-08-16,48.694072020874785,0.8958457724172864,144.08932388635975,37.32184483309018,76.4826773182028,WS,2024-10-06
2011-01-19,Station single.,Summary of Proposed Investment,4826,https://ifc.example.org/project/1490,Risk Management,East Asia & Pacific,San Marino,High same begin investment yeah against seek. Sign off glass can that represent practice.,Telecom,A,FIG,Closed,2019-02-27,2020-06-03,2018-10-16,2022-02-15,14.328075121344646,9.86165056114679,131.37687536236578,96.23355074731923,126.91139083728679,MY,2021-12-04
2011-07-03,Argue suffer fine candidate note.,Summary of Proposed Investment,4661,https://ifc.example.org/project/1491,Loan,East Asia & Pacific,Slovakia (Slovak Republic),"Share chair product night why send class. Spend respond college.
Best son child matter. Front check kid page.
Investment talk red by education. Need every talk. Will stage must.",Energy,C,FIG,Active,2024-07-30,2020-11-15,2019-09-18,2022-09-17,5.562941140951899,2.7461211816927014,9.645806073718855,62.73395790448211,7.337500053241409,BS,2025-11-30
2011-10-29,Show light let represent moment.,Summary of Proposed Investment,8748,https://ifc.example.org/project/1492,Risk Management,Europe & Central Asia,New Caledonia,Foreign situation carry star agency share budget but. Leave thus term pretty lawyer phone support air. Make specific per positive son interest choose team.,Agribusiness,B,CBA,Closed,2023-07-16,2022-06-27,2019-05-11,2016-08-27,4.7321386571588855,36.47579541731106,183.62847076465653,50.15751851169215,183.51104564089536,SB,2021-10-13
2020-01-10,Imagine wait want.,Summary of Proposed Investment,6651,https://ifc.example.org/project/1493,Loan,South Asia,Georgia,"Citizen life ten possible anyone usually lawyer.
Movie by throw science kitchen. Away assume trip and. Surface for conference training next evidence.",Finance,C,CFG,Dropped,2025-09-24,2018-08-29,2018-12-23,2021-06-17,3.614485696834624,13.159659973328635,172.00955351711622,5.416410821674655,220.87129002588188,CG,2024-06-21
2020-09-26,Need hour travel fear special.,Summary of Proposed Investment,8749,https://ifc.example.org/project/1494,Equity,Europe & Central Asia,Burkina Faso,Player add provide. Sister smile stand spring budget. Hot machine material produce however rest help. Tonight ahead range ready director agency.,Telecom,A,CBA,Active,2024-07-05,2023-02-16,2024-02-06,2018-10-03,26.64879308711074,9.024462343849871,187.82042725423224,31.7893428076794,20.970856717161112,OM,2024-11-30
2016-07-18,Company consider likely.,Summary of Proposed Investment,6129,https://ifc.example.org/project/1495,Equity,South Asia,Mongolia,"Yet Mrs middle structure. Along thing think view. Yard half campaign family.
Indeed organization tough peace night. Thank front skill tonight commercial decide. Much seven environmental.",Manufacturing,C,CFG,Active,2026-04-13,2019-02-08,2022-08-25,2022-05-15,34.5966199601161,32.24612281075854,140.08377519619177,30.852943010522417,299.5699319718088,BT,2021-07-08
2023-08-22,Able kid.,Summary of Proposed Investment,6127,https://ifc.example.org/project/1496,Guarantee,South Asia,Belize,"Strategy interview environment only. Return oil just response whose student. Blood firm word.
Place civil less ball. Leg know western establish. Do smile social training election speak.",Energy,C,MAS,Pending,2020-11-08,2018-01-27,2021-03-04,2019-05-01,47.59356595859535,22.73256658706605,26.20166394270813,15.622622561771603,113.63053544654323,PA,2022-11-18
2014-07-21,Enter ask name understand.,Summary of Proposed Investment,9111,https://ifc.example.org/project/1497,Loan,Latin America,Korea,"Open cover design protect. Officer history describe culture authority.
Paper son almost forward. Change service pick claim behind community property.",Finance,B,MAS,Dropped,2019-05-31,2025-06-27,2023-11-26,2018-04-27,10.850808134763618,46.05119940087466,100.42483327640346,87.03920462668296,287.5849945083309,BS,2022-05-26
2024-07-13,Memory money month eight.,Summary of Proposed Investment,6773,https://ifc.example.org/project/1498,Equity,Latin America,Swaziland,"City machine cover life know. Peace measure land character among. Tend speech within.
Stop it provide see reason. Tax analysis reach everybody teacher respond choice.",Energy,B,CBA,Closed,2016-08-26,2024-09-15,2023-06-04,2019-07-24,31.046396476807796,5.637815482761899,174.59466930319573,73.06470535249294,64.33827100728568,UG,2025-07-18
2017-01-01,Probably modern third performance line.,Summary of Proposed Investment,3692,https://ifc.example.org/project/1499,Risk Management,Middle East,Mexico,"Her say start admit head yourself back south. Own land list culture.
Term maybe site sometimes scientist foot prove off. None player might any hear trip out.",Finance,B,INF,Pending,2018-03-08,2022-05-12,2018-01-19,2019-09-25,11.268013253413955,4.334984251339064,68.08998767370467,22.65788026060949,3.1153753270951667,CV,2024-11-28
2025-10-29,Girl respond.,Summary of Proposed Investment,6119,https://ifc.example.org/project/1500,Guarantee,Europe & Central Asia,Azerbaijan,Note glass leave include agree. Everybody study set approach. Early other knowledge marriage wonder we character.,Agribusiness,C,MAS,Closed,2022-03-29,2024-06-06,2016-07-16,2017-09-30,8.107289436838915,7.216499237209323,8.03603181532495,75.30445431321546,216.61373397023462,LS,2025-09-13
